HD,_tab2_2,RVel,e_RVel,Inst,SHK,e_SHK,EWHa,e_EWHa,File
HD160691,2453162.76162,5.91,0.94,HARPS-Pre,0.1470,0.0031,,,2004-06-06T06:07:32
HD160691,2453162.76309,0.69,0.95,HARPS-Pre,0.1445,0.0033,,,2004-06-06T06:09:43
HD160691,2453162.76467,2.29,0.94,HARPS-Pre,0.1475,0.0031,,,2004-06-06T06:11:54
HD160691,2453162.76614,3.86,0.94,HARPS-Pre,0.1543,0.0029,,,2004-06-06T06:14:05
HD160691,2453162.76762,2.79,0.94,HARPS-Pre,0.1380,0.0032,,,2004-06-06T06:16:15
HD160691,2453162.76922,4.39,0.94,HARPS-Pre,0.1489,0.0029,,,2004-06-06T06:18:27
HD160691,2453162.77073,3.78,0.94,HARPS-Pre,0.1522,0.0027,,,2004-06-06T06:20:38
HD160691,2453162.77221,2.61,0.94,HARPS-Pre,0.1500,0.003,,,2004-06-06T06:22:49
HD160691,2453162.77376,2.03,0.94,HARPS-Pre,0.1562,0.0029,,,2004-06-06T06:25:01
HD160691,2453162.77529,2.10,0.94,HARPS-Pre,0.1551,0.0028,,,2004-06-06T06:27:12
HD160691,2453162.77678,3.87,0.93,HARPS-Pre,0.1541,0.0027,,,2004-06-06T06:29:23
HD160691,2453162.77827,4.00,0.94,HARPS-Pre,0.1423,0.0029,,,2004-06-06T06:31:34
HD160691,2453162.77983,1.94,0.95,HARPS-Pre,0.1477,0.0031,,,2004-06-06T06:33:45
HD160691,2453162.78136,3.05,0.93,HARPS-Pre,0.1532,0.0026,,,2004-06-06T06:35:56
HD160691,2453162.78286,4.90,0.95,HARPS-Pre,0.1455,0.0032,,,2004-06-06T06:38:07
HD160691,2453162.78438,4.91,0.95,HARPS-Pre,0.1431,0.0033,,,2004-06-06T06:40:18
HD160691,2453162.78594,3.04,0.96,HARPS-Pre,0.1566,0.0034,,,2004-06-06T06:42:30
HD160691,2453162.78744,2.66,0.96,HARPS-Pre,0.1605,0.0033,,,2004-06-06T06:44:42
HD160691,2453162.78895,4.55,0.95,HARPS-Pre,0.1511,0.0031,,,2004-06-06T06:46:54
HD160691,2453162.79047,5.69,0.96,HARPS-Pre,0.1423,0.0035,,,2004-06-06T06:49:05
HD160691,2453162.79198,3.70,0.96,HARPS-Pre,0.1514,0.0033,,,2004-06-06T06:51:16
HD160691,2453162.79349,3.72,0.95,HARPS-Pre,0.1468,0.0038,,,2004-06-06T06:53:27
HD160691,2453162.79500,4.59,0.96,HARPS-Pre,0.1488,0.0034,,,2004-06-06T06:55:38
HD160691,2453162.79657,4.16,0.95,HARPS-Pre,0.1495,0.0032,,,2004-06-06T06:57:48
HD160691,2453162.79803,6.67,0.95,HARPS-Pre,0.1501,0.0035,,,2004-06-06T06:59:59
HD160691,2453162.79958,6.21,0.94,HARPS-Pre,0.1515,0.003,,,2004-06-06T07:02:10
HD160691,2453162.80109,3.38,0.95,HARPS-Pre,0.1314,0.0037,,,2004-06-06T07:04:21
HD160691,2453162.80259,3.54,0.95,HARPS-Pre,0.1455,0.0029,,,2004-06-06T07:06:32
HD160691,2453162.80409,7.92,0.96,HARPS-Pre,0.1434,0.0033,,,2004-06-06T07:08:43
HD160691,2453162.80564,4.11,0.94,HARPS-Pre,0.1485,0.0031,,,2004-06-06T07:10:54
HD160691,2453162.80716,0.34,0.95,HARPS-Pre,0.1476,0.0032,,,2004-06-06T07:13:06
HD160691,2453162.80864,3.26,0.95,HARPS-Pre,0.1294,0.0034,,,2004-06-06T07:15:17
HD160691,2453162.81019,6.79,0.95,HARPS-Pre,0.1386,0.0031,,,2004-06-06T07:17:28
HD160691,2453162.81169,4.36,0.96,HARPS-Pre,0.1389,0.004,,,2004-06-06T07:19:40
HD160691,2453162.81327,1.83,0.95,HARPS-Pre,0.1371,0.0034,,,2004-06-06T07:21:51
HD160691,2453162.81473,3.09,0.95,HARPS-Pre,0.1390,0.0035,,,2004-06-06T07:24:02
HD160691,2453162.81628,4.33,0.95,HARPS-Pre,0.1562,0.003,,,2004-06-06T07:26:13
HD160691,2453162.81778,2.94,0.96,HARPS-Pre,0.1450,0.0031,,,2004-06-06T07:28:24
HD160691,2453162.81932,1.82,0.95,HARPS-Pre,0.1432,0.0031,,,2004-06-06T07:30:35
HD160691,2453162.82080,3.34,0.95,HARPS-Pre,0.1473,0.0033,,,2004-06-06T07:32:46
HD160691,2453162.82233,4.31,0.94,HARPS-Pre,0.1348,0.0033,,,2004-06-06T07:34:58
HD160691,2453162.82387,4.00,0.95,HARPS-Pre,0.1471,0.0031,,,2004-06-06T07:37:09
HD160691,2453162.82536,1.64,0.95,HARPS-Pre,0.1358,0.0032,,,2004-06-06T07:39:20
HD160691,2453162.82693,4.98,0.96,HARPS-Pre,0.1456,0.0032,,,2004-06-06T07:41:31
HD160691,2453162.82839,5.90,0.96,HARPS-Pre,0.1306,0.0041,,,2004-06-06T07:43:42
HD160691,2453162.82991,3.43,0.96,HARPS-Pre,0.1270,0.0042,,,2004-06-06T07:45:53
HD160691,2453162.83146,1.63,0.96,HARPS-Pre,0.1405,0.0035,,,2004-06-06T07:48:06
HD160691,2453162.83298,3.47,0.95,HARPS-Pre,0.1366,0.003,,,2004-06-06T07:50:16
HD160691,2453162.83448,5.80,0.95,HARPS-Pre,0.1531,0.0032,,,2004-06-06T07:52:27
HD160691,2453162.83597,4.02,0.96,HARPS-Pre,0.1355,0.0038,,,2004-06-06T07:54:38
HD160691,2453162.83751,1.85,0.95,HARPS-Pre,0.1383,0.0039,,,2004-06-06T07:56:49
HD160691,2453162.83904,5.04,0.96,HARPS-Pre,0.1419,0.0036,,,2004-06-06T07:59:00
HD160691,2453162.84054,5.05,0.96,HARPS-Pre,0.1418,0.0036,,,2004-06-06T08:01:11
HD160691,2453162.84205,5.98,0.97,HARPS-Pre,0.1320,0.0042,,,2004-06-06T08:03:23
HD160691,2453162.84358,3.94,0.96,HARPS-Pre,0.1369,0.0036,,,2004-06-06T08:05:34
HD160691,2453162.84511,5.19,0.96,HARPS-Pre,0.1428,0.0036,,,2004-06-06T08:07:45
HD160691,2453162.84661,2.94,0.96,HARPS-Pre,0.1400,0.0038,,,2004-06-06T08:09:56
HD160691,2453162.84813,3.73,0.95,HARPS-Pre,0.1510,0.0034,,,2004-06-06T08:12:07
HD160691,2453162.84964,5.35,0.96,HARPS-Pre,0.1352,0.0038,,,2004-06-06T08:14:18
HD160691,2453162.85115,5.41,0.96,HARPS-Pre,0.1360,0.0039,,,2004-06-06T08:16:29
HD160691,2453162.85267,4.02,0.96,HARPS-Pre,0.1505,0.0034,,,2004-06-06T08:18:40
HD160691,2453162.85420,2.78,0.96,HARPS-Pre,0.1559,0.0032,,,2004-06-06T08:20:51
HD160691,2453162.85573,5.09,0.96,HARPS-Pre,0.1496,0.0034,,,2004-06-06T08:23:02
HD160691,2453162.85724,6.34,0.96,HARPS-Pre,0.1462,0.0034,,,2004-06-06T08:25:13
HD160691,2453162.85874,5.23,0.95,HARPS-Pre,0.1468,0.0034,,,2004-06-06T08:27:24
HD160691,2453162.86029,4.55,0.96,HARPS-Pre,0.1419,0.0033,,,2004-06-06T08:29:35
HD160691,2453162.86178,5.59,0.96,HARPS-Pre,0.1375,0.0038,,,2004-06-06T08:31:46
HD160691,2453162.86330,5.22,0.95,HARPS-Pre,0.1446,0.0034,,,2004-06-06T08:33:57
HD160691,2453162.86479,4.29,0.97,HARPS-Pre,0.1358,0.0033,,,2004-06-06T08:36:08
HD160691,2453162.86634,4.64,0.98,HARPS-Pre,0.1455,0.0037,,,2004-06-06T08:38:19
HD160691,2453162.86782,6.86,0.99,HARPS-Pre,0.1296,0.0046,,,2004-06-06T08:40:30
HD160691,2453162.86936,4.40,0.98,HARPS-Pre,0.1485,0.0034,,,2004-06-06T08:42:41
HD160691,2453162.87090,3.53,0.98,HARPS-Pre,0.1454,0.0038,,,2004-06-06T08:44:53
HD160691,2453162.87241,4.30,0.99,HARPS-Pre,0.1430,0.0039,,,2004-06-06T08:47:04
HD160691,2453162.87391,5.59,0.98,HARPS-Pre,0.1295,0.0042,,,2004-06-06T08:49:16
HD160691,2453162.87540,5.20,1.00,HARPS-Pre,0.1441,0.0042,,,2004-06-06T08:51:26
HD160691,2453162.87696,5.58,0.99,HARPS-Pre,0.1296,0.0048,,,2004-06-06T08:53:37
HD160691,2453162.87847,4.29,1.01,HARPS-Pre,0.1297,0.005,,,2004-06-06T08:55:48
HD160691,2453162.87999,4.70,1.00,HARPS-Pre,0.1366,0.0038,,,2004-06-06T08:57:59
HD160691,2453162.88151,7.04,1.00,HARPS-Pre,0.1407,0.0042,,,2004-06-06T09:00:11
HD160691,2453162.88305,6.25,1.00,HARPS-Pre,0.1342,0.0048,,,2004-06-06T09:02:24
HD160691,2453162.88456,5.41,0.99,HARPS-Pre,0.1336,0.004,,,2004-06-06T09:04:35
HD160691,2453162.88606,7.07,1.01,HARPS-Pre,0.1246,0.0052,,,2004-06-06T09:06:46
HD160691,2453162.88760,6.20,1.00,HARPS-Pre,0.1212,0.0043,,,2004-06-06T09:08:56
HD160691,2453162.88911,8.71,1.02,HARPS-Pre,0.1376,0.005,,,2004-06-06T09:11:07
HD160691,2453162.89062,5.25,1.00,HARPS-Pre,0.1451,0.005,,,2004-06-06T09:13:18
HD160691,2453162.89215,4.91,1.00,HARPS-Pre,0.1463,0.0035,,,2004-06-06T09:15:29
HD160691,2453162.89368,7.50,1.00,HARPS-Pre,0.1552,0.004,,,2004-06-06T09:17:40
HD160691,2453162.89519,9.75,1.02,HARPS-Pre,0.1085,0.006,,,2004-06-06T09:19:51
HD160691,2453162.89670,6.41,1.02,HARPS-Pre,0.1238,0.0051,,,2004-06-06T09:22:04
HD160691,2453162.89823,6.06,1.02,HARPS-Pre,0.1381,0.0047,,,2004-06-06T09:24:15
HD160691,2453162.89976,7.92,1.05,HARPS-Pre,0.1378,0.0052,,,2004-06-06T09:26:26
HD160691,2453162.90128,6.15,1.03,HARPS-Pre,0.1426,0.0049,,,2004-06-06T09:28:37
HD160691,2453162.90276,5.16,1.03,HARPS-Pre,0.1291,0.0057,,,2004-06-06T09:30:48
HD160691,2453162.90428,5.67,1.02,HARPS-Pre,0.1429,0.0047,,,2004-06-06T09:32:59
HD160691,2453162.90583,6.85,1.03,HARPS-Pre,0.1244,0.0049,,,2004-06-06T09:35:11
HD160691,2453162.90733,6.09,1.02,HARPS-Pre,0.1408,0.0051,,,2004-06-06T09:37:21
HD160691,2453162.90882,4.08,1.03,HARPS-Pre,0.1329,0.0049,,,2004-06-06T09:39:32
HD160691,2453162.91037,8.79,1.02,HARPS-Pre,0.1416,0.0054,,,2004-06-06T09:41:44
HD160691,2453162.91188,5.18,1.02,HARPS-Pre,0.1292,0.0046,,,2004-06-06T09:43:54
HD160691,2453162.91340,4.55,1.03,HARPS-Pre,0.1207,0.0058,,,2004-06-06T09:46:05
HD160691,2453162.91489,4.83,1.03,HARPS-Pre,0.1374,0.0053,,,2004-06-06T09:48:15
HD160691,2453162.91640,4.36,1.05,HARPS-Pre,0.1364,0.0055,,,2004-06-06T09:50:26
HD160691,2453162.91798,4.50,1.03,HARPS-Pre,0.1633,0.0038,,,2004-06-06T09:52:38
HD160691,2453162.91947,4.54,1.05,HARPS-Pre,0.1551,0.0048,,,2004-06-06T09:54:48
HD160691,2453162.92099,3.70,1.04,HARPS-Pre,0.1352,0.0051,,,2004-06-06T09:57:00
HD160691,2453162.92249,3.09,1.02,HARPS-Pre,0.1439,0.0051,,,2004-06-06T09:59:11
HD160691,2453162.92405,5.68,1.01,HARPS-Pre,0.1408,0.0046,,,2004-06-06T10:01:22
HD160691,2453162.92550,3.90,1.01,HARPS-Pre,0.1299,0.0055,,,2004-06-06T10:03:33
HD160691,2453162.92704,4.18,1.00,HARPS-Pre,0.1194,0.0053,,,2004-06-06T10:05:44
HD160691,2453162.92855,7.85,1.00,HARPS-Pre,0.1323,0.0048,,,2004-06-06T10:07:56
HD160691,2453162.93008,7.29,1.00,HARPS-Pre,0.1239,0.0046,,,2004-06-06T10:10:08
HD160691,2453162.93160,2.99,0.99,HARPS-Pre,0.1296,0.0044,,,2004-06-06T10:12:18
HD160691,2453162.93314,2.61,1.00,HARPS-Pre,0.1402,0.0042,,,2004-06-06T10:14:29
HD160691,2453162.93461,7.01,1.01,HARPS-Pre,0.1164,0.0048,,,2004-06-06T10:16:41
HD160691,2453162.93617,9.54,1.04,HARPS-Pre,0.1309,0.0046,,,2004-06-06T10:18:52
HD160691,2453162.93769,3.35,1.03,HARPS-Pre,0.1387,0.0052,,,2004-06-06T10:21:03
HD160691,2453162.93920,4.08,1.01,HARPS-Pre,0.1454,0.0052,,,2004-06-06T10:23:14
HD160691,2453162.94070,9.65,1.00,HARPS-Pre,0.1309,0.0049,,,2004-06-06T10:25:24
HD160691,2453162.94221,6.77,0.99,HARPS-Pre,0.1564,0.0037,,,2004-06-06T10:27:35
HD160691,2453163.51041,2.78,1.00,HARPS-Pre,0.1178,0.0046,,,2004-06-07T00:05:45
HD160691,2453163.51188,4.66,0.99,HARPS-Pre,0.1438,0.0043,,,2004-06-07T00:07:56
HD160691,2453163.51341,3.56,1.01,HARPS-Pre,0.1222,0.0049,,,2004-06-07T00:10:08
HD160691,2453163.51497,3.46,1.00,HARPS-Pre,0.1354,0.0042,,,2004-06-07T00:12:19
HD160691,2453163.51649,5.01,1.01,HARPS-Pre,0.1319,0.0047,,,2004-06-07T00:14:30
HD160691,2453163.51799,4.62,1.00,HARPS-Pre,0.1461,0.0046,,,2004-06-07T00:16:41
HD160691,2453163.51947,1.35,1.02,HARPS-Pre,0.1372,0.0049,,,2004-06-07T00:18:53
HD160691,2453163.52104,2.56,1.00,HARPS-Pre,0.1229,0.0047,,,2004-06-07T00:21:04
HD160691,2453163.52256,3.71,1.01,HARPS-Pre,0.1391,0.0052,,,2004-06-07T00:23:15
HD160691,2453163.52401,3.84,1.02,HARPS-Pre,0.1266,0.0054,,,2004-06-07T00:25:26
HD160691,2453163.52553,2.05,1.01,HARPS-Pre,0.1086,0.0055,,,2004-06-07T00:27:37
HD160691,2453163.52719,1.95,1.00,HARPS-Pre,0.1249,0.0049,,,2004-06-07T00:29:49
HD160691,2453163.52865,2.86,0.99,HARPS-Pre,0.1298,0.0049,,,2004-06-07T00:32:00
HD160691,2453163.53012,3.30,0.98,HARPS-Pre,0.1497,0.0038,,,2004-06-07T00:34:11
HD160691,2453163.53167,2.48,0.98,HARPS-Pre,0.1127,0.0047,,,2004-06-07T00:36:22
HD160691,2453163.53318,3.12,0.98,HARPS-Pre,0.1457,0.0039,,,2004-06-07T00:38:33
HD160691,2453163.53469,3.56,0.96,HARPS-Pre,0.1473,0.0038,,,2004-06-07T00:40:44
HD160691,2453163.53621,2.56,0.95,HARPS-Pre,0.1453,0.0037,,,2004-06-07T00:42:55
HD160691,2453163.53774,4.93,0.95,HARPS-Pre,0.1346,0.0031,,,2004-06-07T00:45:06
HD160691,2453163.53925,4.39,0.95,HARPS-Pre,0.1493,0.0035,,,2004-06-07T00:47:17
HD160691,2453163.54072,3.97,0.97,HARPS-Pre,0.1403,0.0036,,,2004-06-07T00:49:28
HD160691,2453163.54226,2.38,1.00,HARPS-Pre,0.1459,0.0046,,,2004-06-07T00:51:40
HD160691,2453163.54381,4.56,0.96,HARPS-Pre,0.1364,0.0035,,,2004-06-07T00:53:52
HD160691,2453163.54533,4.44,0.95,HARPS-Pre,0.1460,0.0037,,,2004-06-07T00:56:03
HD160691,2453163.54684,4.73,0.96,HARPS-Pre,0.1391,0.003,,,2004-06-07T00:58:14
HD160691,2453163.54836,3.49,0.95,HARPS-Pre,0.1381,0.0035,,,2004-06-07T01:00:26
HD160691,2453163.54995,4.58,0.95,HARPS-Pre,0.1416,0.0031,,,2004-06-07T01:02:38
HD160691,2453163.55144,3.85,0.95,HARPS-Pre,0.1355,0.0035,,,2004-06-07T01:04:50
HD160691,2453163.55296,4.22,0.95,HARPS-Pre,0.1506,0.0032,,,2004-06-07T01:07:01
HD160691,2453163.55447,2.68,0.95,HARPS-Pre,0.1491,0.0031,,,2004-06-07T01:09:12
HD160691,2453163.55599,5.96,0.95,HARPS-Pre,0.1439,0.0036,,,2004-06-07T01:11:25
HD160691,2453163.55751,3.83,0.96,HARPS-Pre,0.1461,0.0033,,,2004-06-07T01:13:35
HD160691,2453163.55908,3.87,0.96,HARPS-Pre,0.1545,0.0035,,,2004-06-07T01:15:47
HD160691,2453163.56062,3.88,0.97,HARPS-Pre,0.1307,0.0044,,,2004-06-07T01:17:58
HD160691,2453163.56210,3.48,0.96,HARPS-Pre,0.1358,0.0038,,,2004-06-07T01:20:09
HD160691,2453163.56356,6.30,0.97,HARPS-Pre,0.1380,0.0036,,,2004-06-07T01:22:20
HD160691,2453163.56512,1.94,0.95,HARPS-Pre,0.1465,0.0032,,,2004-06-07T01:24:31
HD160691,2453163.56663,1.46,0.96,HARPS-Pre,0.1508,0.0031,,,2004-06-07T01:26:43
HD160691,2453163.56817,5.02,0.94,HARPS-Pre,0.1395,0.0032,,,2004-06-07T01:28:56
HD160691,2453163.56965,3.40,0.94,HARPS-Pre,0.1452,0.0029,,,2004-06-07T01:31:07
HD160691,2453163.57118,1.17,0.94,HARPS-Pre,0.1454,0.0028,,,2004-06-07T01:33:18
HD160691,2453163.57270,4.29,0.94,HARPS-Pre,0.1428,0.0031,,,2004-06-07T01:35:30
HD160691,2453163.57428,4.74,0.94,HARPS-Pre,0.1439,0.003,,,2004-06-07T01:37:41
HD160691,2453163.57577,0.79,0.94,HARPS-Pre,0.1552,0.0029,,,2004-06-07T01:39:52
HD160691,2453163.57727,3.27,0.94,HARPS-Pre,0.1440,0.0029,,,2004-06-07T01:42:03
HD160691,2453163.57879,3.37,0.94,HARPS-Pre,0.1489,0.0029,,,2004-06-07T01:44:14
HD160691,2453163.58031,2.87,0.93,HARPS-Pre,0.1411,0.0031,,,2004-06-07T01:46:26
HD160691,2453163.58182,1.42,0.94,HARPS-Pre,0.1483,0.003,,,2004-06-07T01:48:36
HD160691,2453163.58334,3.11,0.94,HARPS-Pre,0.1460,0.003,,,2004-06-07T01:50:47
HD160691,2453163.58488,2.83,0.94,HARPS-Pre,0.1342,0.003,,,2004-06-07T01:52:58
HD160691,2453163.58637,1.80,0.93,HARPS-Pre,0.1470,0.0026,,,2004-06-07T01:55:10
HD160691,2453163.58787,1.05,0.94,HARPS-Pre,0.1444,0.0029,,,2004-06-07T01:57:20
HD160691,2453163.58940,2.59,0.94,HARPS-Pre,0.1359,0.0032,,,2004-06-07T01:59:31
HD160691,2453163.59091,2.63,0.93,HARPS-Pre,0.1519,0.0027,,,2004-06-07T02:01:42
HD160691,2453163.59241,1.96,0.94,HARPS-Pre,0.1501,0.003,,,2004-06-07T02:03:53
HD160691,2453163.59394,1.88,0.93,HARPS-Pre,0.1484,0.0024,,,2004-06-07T02:06:04
HD160691,2453163.59546,2.17,0.94,HARPS-Pre,0.1474,0.003,,,2004-06-07T02:08:16
HD160691,2453163.59698,2.37,0.93,HARPS-Pre,0.1329,0.0031,,,2004-06-07T02:10:26
HD160691,2453163.59850,2.31,0.94,HARPS-Pre,0.1495,0.0026,,,2004-06-07T02:12:37
HD160691,2453163.59998,3.22,0.94,HARPS-Pre,0.1428,0.0029,,,2004-06-07T02:14:48
HD160691,2453163.60153,4.24,0.93,HARPS-Pre,0.1539,0.0028,,,2004-06-07T02:16:59
HD160691,2453163.60305,1.72,0.94,HARPS-Pre,0.1421,0.003,,,2004-06-07T02:19:10
HD160691,2453163.60451,-1.44,0.94,HARPS-Pre,0.1495,0.0026,,,2004-06-07T02:21:20
HD160691,2453163.60606,3.92,0.93,HARPS-Pre,0.1472,0.0027,,,2004-06-07T02:23:31
HD160691,2453163.60760,4.23,0.93,HARPS-Pre,0.1436,0.0029,,,2004-06-07T02:25:42
HD160691,2453163.60914,0.91,0.93,HARPS-Pre,0.1477,0.0026,,,2004-06-07T02:27:53
HD160691,2453163.61060,-0.43,0.93,HARPS-Pre,0.1429,0.0026,,,2004-06-07T02:30:04
HD160691,2453163.61212,1.76,0.94,HARPS-Pre,0.1532,0.0027,,,2004-06-07T02:32:15
HD160691,2453163.61365,3.71,0.93,HARPS-Pre,0.1459,0.0026,,,2004-06-07T02:34:26
HD160691,2453163.61515,1.54,0.93,HARPS-Pre,0.1433,0.0024,,,2004-06-07T02:36:36
HD160691,2453163.61670,-0.74,0.94,HARPS-Pre,0.1443,0.0024,,,2004-06-07T02:38:47
HD160691,2453163.61821,4.07,0.94,HARPS-Pre,0.1541,0.0026,,,2004-06-07T02:40:58
HD160691,2453163.61967,3.62,0.94,HARPS-Pre,0.1511,0.0028,,,2004-06-07T02:43:08
HD160691,2453163.62121,1.96,0.94,HARPS-Pre,0.1400,0.003,,,2004-06-07T02:45:19
HD160691,2453163.62273,2.83,0.93,HARPS-Pre,0.1411,0.0027,,,2004-06-07T02:47:30
HD160691,2453163.62430,2.74,0.95,HARPS-Pre,0.1365,0.0034,,,2004-06-07T02:49:42
HD160691,2453163.62576,2.62,0.94,HARPS-Pre,0.1512,0.003,,,2004-06-07T02:51:52
HD160691,2453163.62725,3.50,0.95,HARPS-Pre,0.1506,0.0031,,,2004-06-07T02:54:03
HD160691,2453163.62879,3.10,0.94,HARPS-Pre,0.1417,0.003,,,2004-06-07T02:56:14
HD160691,2453163.63031,1.68,0.94,HARPS-Pre,0.1476,0.0033,,,2004-06-07T02:58:26
HD160691,2453163.63183,2.95,0.94,HARPS-Pre,0.1457,0.0028,,,2004-06-07T03:00:37
HD160691,2453163.63335,1.60,0.93,HARPS-Pre,0.1410,0.0026,,,2004-06-07T03:02:48
HD160691,2453163.63487,3.04,0.94,HARPS-Pre,0.1478,0.003,,,2004-06-07T03:04:59
HD160691,2453163.63642,0.26,0.94,HARPS-Pre,0.1466,0.003,,,2004-06-07T03:07:11
HD160691,2453163.63793,2.18,0.94,HARPS-Pre,0.1413,0.003,,,2004-06-07T03:09:22
HD160691,2453163.63942,3.84,0.93,HARPS-Pre,0.1400,0.0031,,,2004-06-07T03:11:33
HD160691,2453163.64095,2.70,0.94,HARPS-Pre,0.1504,0.0029,,,2004-06-07T03:13:43
HD160691,2453163.64246,1.61,0.94,HARPS-Pre,0.1391,0.0028,,,2004-06-07T03:15:54
HD160691,2453163.64393,4.20,0.94,HARPS-Pre,0.1498,0.0028,,,2004-06-07T03:18:05
HD160691,2453163.64551,4.58,0.94,HARPS-Pre,0.1379,0.0026,,,2004-06-07T03:20:16
HD160691,2453163.64698,2.24,0.93,HARPS-Pre,0.1434,0.0029,,,2004-06-07T03:22:27
HD160691,2453163.64850,1.48,0.94,HARPS-Pre,0.1451,0.0027,,,2004-06-07T03:24:37
HD160691,2453163.65002,3.08,0.93,HARPS-Pre,0.1480,0.003,,,2004-06-07T03:26:48
HD160691,2453163.65160,1.12,0.94,HARPS-Pre,0.1446,0.003,,,2004-06-07T03:28:59
HD160691,2453163.65306,0.87,0.93,HARPS-Pre,0.1456,0.0027,,,2004-06-07T03:31:10
HD160691,2453163.65458,3.20,0.94,HARPS-Pre,0.1422,0.0026,,,2004-06-07T03:33:21
HD160691,2453163.65608,3.12,0.93,HARPS-Pre,0.1524,0.0025,,,2004-06-07T03:35:32
HD160691,2453163.65762,2.46,0.94,HARPS-Pre,0.1415,0.003,,,2004-06-07T03:37:43
HD160691,2453163.65913,0.78,0.94,HARPS-Pre,0.1538,0.0029,,,2004-06-07T03:39:54
HD160691,2453163.66064,3.19,0.94,HARPS-Pre,0.1436,0.0028,,,2004-06-07T03:42:05
HD160691,2453163.66212,4.38,0.93,HARPS-Pre,0.1567,0.0027,,,2004-06-07T03:44:16
HD160691,2453163.66367,3.17,0.93,HARPS-Pre,0.1451,0.0029,,,2004-06-07T03:46:27
HD160691,2453163.66518,0.04,0.93,HARPS-Pre,0.1509,0.0025,,,2004-06-07T03:48:38
HD160691,2453163.66670,3.02,0.93,HARPS-Pre,0.1423,0.0027,,,2004-06-07T03:50:50
HD160691,2453163.66824,5.31,0.93,HARPS-Pre,0.1567,0.0024,,,2004-06-07T03:53:01
HD160691,2453163.66973,2.28,0.93,HARPS-Pre,0.1486,0.0028,,,2004-06-07T03:55:12
HD160691,2453163.67125,0.13,0.94,HARPS-Pre,0.1503,0.0029,,,2004-06-07T03:57:23
HD160691,2453163.67277,4.85,0.94,HARPS-Pre,0.1483,0.0029,,,2004-06-07T03:59:34
HD160691,2453163.67429,6.57,0.94,HARPS-Pre,0.1505,0.0028,,,2004-06-07T04:01:45
HD160691,2453163.67583,3.25,0.94,HARPS-Pre,0.1497,0.0027,,,2004-06-07T04:03:56
HD160691,2453163.67733,2.38,0.94,HARPS-Pre,0.1510,0.0028,,,2004-06-07T04:06:07
HD160691,2453163.67884,4.84,0.93,HARPS-Pre,0.1445,0.0026,,,2004-06-07T04:08:18
HD160691,2453163.68040,4.31,0.93,HARPS-Pre,0.1441,0.003,,,2004-06-07T04:10:29
HD160691,2453163.68187,2.09,0.94,HARPS-Pre,0.1477,0.0026,,,2004-06-07T04:12:40
HD160691,2453163.68337,0.72,0.94,HARPS-Pre,0.1446,0.0032,,,2004-06-07T04:14:51
HD160691,2453163.68488,4.31,0.94,HARPS-Pre,0.1443,0.0034,,,2004-06-07T04:17:03
HD160691,2453163.68643,4.06,0.94,HARPS-Pre,0.1498,0.0032,,,2004-06-07T04:19:15
HD160691,2453163.68798,2.47,0.94,HARPS-Pre,0.1452,0.0029,,,2004-06-07T04:21:26
HD160691,2453163.68949,3.46,0.94,HARPS-Pre,0.1420,0.003,,,2004-06-07T04:23:37
HD160691,2453163.69094,0.73,0.96,HARPS-Pre,0.1456,0.0033,,,2004-06-07T04:25:49
HD160691,2453163.69252,3.85,0.94,HARPS-Pre,0.1473,0.0029,,,2004-06-07T04:28:00
HD160691,2453163.69406,2.82,0.94,HARPS-Pre,0.1493,0.0029,,,2004-06-07T04:30:12
HD160691,2453163.69559,5.56,0.93,HARPS-Pre,0.1425,0.0027,,,2004-06-07T04:32:24
HD160691,2453163.69708,2.23,0.93,HARPS-Pre,0.1528,0.0026,,,2004-06-07T04:34:35
HD160691,2453163.69862,2.82,0.93,HARPS-Pre,0.1405,0.0027,,,2004-06-07T04:36:46
HD160691,2453163.70011,4.37,0.93,HARPS-Pre,0.1465,0.0028,,,2004-06-07T04:38:56
HD160691,2453163.70165,2.96,0.93,HARPS-Pre,0.1504,0.0027,,,2004-06-07T04:41:08
HD160691,2453163.70313,4.79,0.93,HARPS-Pre,0.1494,0.0025,,,2004-06-07T04:43:18
HD160691,2453163.70463,3.26,0.93,HARPS-Pre,0.1381,0.003,,,2004-06-07T04:45:29
HD160691,2453163.70616,5.45,0.93,HARPS-Pre,0.1525,0.0026,,,2004-06-07T04:47:40
HD160691,2453163.70768,4.40,0.93,HARPS-Pre,0.1436,0.0027,,,2004-06-07T04:49:51
HD160691,2453163.70921,5.66,0.94,HARPS-Pre,0.1434,0.0032,,,2004-06-07T04:52:02
HD160691,2453163.71074,4.27,0.93,HARPS-Pre,0.1472,0.0028,,,2004-06-07T04:54:13
HD160691,2453163.71224,5.20,0.93,HARPS-Pre,0.1493,0.0029,,,2004-06-07T04:56:24
HD160691,2453163.71380,4.61,0.94,HARPS-Pre,0.1456,0.0027,,,2004-06-07T04:58:35
HD160691,2453163.71527,6.77,0.93,HARPS-Pre,0.1478,0.003,,,2004-06-07T05:00:46
HD160691,2453163.71673,3.96,0.94,HARPS-Pre,0.1377,0.0029,,,2004-06-07T05:02:58
HD160691,2453163.71832,6.94,0.94,HARPS-Pre,0.1460,0.0027,,,2004-06-07T05:05:08
